type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_page_9465008123	9465008123_10155575369093124	https://www.facebook.com/9465008123/posts/10155575369093124	"Elevate your training with up to 12 hours of battery life. How do you take it to the next level? Comment below using #AmazonSweepstakes for a chance to win Beats by Dre #Powerbeats3Wireless http://amzn.to/2nSqetx"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/25158000_10155575369093124_2257159555926424976_n.jpg?oh=97557a0b101f7a9f20c094f5d3522096&oe=5AC9E517	https://scontent.xx.fbcdn.net/v/t31.0-8/q84/p720x720/25352018_10155575369093124_2257159555926424976_o.jpg?oh=a57be3f10583a6d53e136d91f4fe3e7d&oe=5AC68A78	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155575369093124/?type=3	facebook.com	2017-12-12T01:30:00+0000	1513042200	"2017-12-12 02:30:00"	572	1067	628	40	1735	1041	970	71	42	0	568	34	8	5	0	1	0
photo	post_page_9465008123	9465008123_10155574947223124	https://www.facebook.com/9465008123/posts/10155574947223124	"There’s still time to get FREE Shipping on orders that arrive before Dec 25! See the complete shipping calendar here: http://amzn.to/2nvfeCa"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/25158385_10155574947223124_1370359134695760935_n.png?oh=06b5971d951574845c748eff385a319b&oe=5ACBD9FB	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/25075220_10155574947223124_1370359134695760935_o.png?oh=3f3fdfcbdaf675cfe9f21cccc8e04fa1&oe=5AC76D5D	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155574947223124/?type=3	facebook.com	2017-12-11T22:13:31+0000	1513030411	"2017-12-11 23:13:31"	303	291	339	35	665	263	102	161	38	0	300	19	2	7	0	1	0
video	post_page_9465008123	9465008123_10155574668368124	https://www.facebook.com/9465008123/posts/10155574668368124	"This special #SeasonOfSmiles story is from St. Jude Children’s Research Hospital! They are changing how the world understands  treats and defeats childhood cancer and other life-threatening diseases. We are proud that our donations are helping fund their important work to improve the lives of children like Jace and their families.  To support your favorite charity (at no cost to you)  shop at smile.amazon.com."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/24290440_10155367656596795_7671852407260708864_n.jpg?oh=024ac99b57dcbe3e55f33eb29ef227b5&oe=5AC40B95	https://scontent.xx.fbcdn.net/v/t15.0-10/24290440_10155367656596795_7671852407260708864_n.jpg?oh=e591d5af06b786152578c7a9af601225&oe=5AC2A62E	https://www.facebook.com/stjude/videos/10155367654926795/	facebook.com	2017-12-11T20:37:08+0000	1513024628	"2017-12-11 21:37:08"	545	46	769	0	815	43	23	20	15	0	544	208	1	7	1	0	0
video	post_page_9465008123	9465008123_10155572217568124	https://www.facebook.com/9465008123/posts/10155572217568124	"Prime members  just ask  “Alexa  let’s shop Oprah’s Favorite Things” to get 2-day shipping & returns on voice orders #OprahsFavoriteThings http://amzn.to/2ine71K"	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/24507131_10155572220113124_1818057264100016128_n.jpg?oh=bc0d3d8782f5be50b315b93ad7d55925&oe=5ACD603F	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/24507131_10155572220113124_1818057264100016128_n.jpg?oh=36e4f630d30055fec872cdeaf56449f9&oe=5AC575CD	https://www.facebook.com/Amazon/videos/10155572217568124/	facebook.com	2017-12-10T20:30:32+0000	1512937832	"2017-12-10 21:30:32"	176	333	216	16	565	287	141	146	199	0	174	12	1	14	1	6	0
photo	post_page_9465008123	9465008123_10155571654523124	https://www.facebook.com/9465008123/posts/10155571654523124	"For the picture perfect gift and ultimate stocking stuffer  get them the new Polaroid POP Instant Print Digital Camera: http://amzn.to/2k2PGHp"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/25152073_10155571654523124_6078100105652073288_n.jpg?oh=be8c96ef048b381b53831eea398be956&oe=5ACE5EAF	https://scontent.xx.fbcdn.net/v/t1.0-9/25152073_10155571654523124_6078100105652073288_n.jpg?oh=1d33657d388d8013b7c5f1abdbbed1bc&oe=5AC97908	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155571654523124/?type=3	facebook.com	2017-12-10T16:00:00+0000	1512921600	"2017-12-10 17:00:00"	4756	426	5282	554	6262	401	245	156	394	0	4734	344	152	12	5	1	0
photo	post_page_9465008123	9465008123_10155568862353124	https://www.facebook.com/9465008123/posts/10155568862353124	"Today on the Truck  get the tiny  powerful  and durable Bose #SoundLink Micro  plus the Wilson Sporting Goods “The Duke” football—the official ball of the NFL. We’re celebrating this awesome offer with team cheerleaders and mascots  games  and epic giveaways.   PS—Different cities roll out at different times  dependent on time zone. Find out more at amazon.com/treasuretruck and make sure you have the latest version of the free Amazon app on your phone."	https://scontent.xx.fbcdn.net/v/t1.0-0/q81/p130x130/24862420_10155568862353124_3154750206291552283_n.jpg?oh=492e9d820ce335b1aa9f49008c0d1ffe&oe=5AC5243D	https://scontent.xx.fbcdn.net/v/t1.0-9/24862420_10155568862353124_3154750206291552283_n.jpg?oh=d5d1900c5e144ddbc3355990b16058b3&oe=5AC66A83	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155568862353124/?type=3	facebook.com	2017-12-09T13:55:00+0000	1512827700	"2017-12-09 14:55:00"	193	198	213	7	418	186	65	121	52	0	192	7	1	2	0	3	0
video	post_page_9465008123	9465008123_10155567556243124	https://www.facebook.com/9465008123/posts/10155567556243124	"High school experiments selling sports cards and hula dolls launched this entrepreneur into the world of ecommerce. Become an entrepreneur on Amazon: http://amzn.to/stories"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/24286346_10155567557243124_8705198874135887872_n.jpg?oh=56202eeb0a9b9516a9734527950424af&oe=5AD112C5	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/24286346_10155567557243124_8705198874135887872_n.jpg?oh=1acc1a3a999001a30e3971b78f12a4c5&oe=5AC76B37	https://www.facebook.com/Amazon/videos/10155567556243124/	facebook.com	2017-12-09T00:00:46+0000	1512777646	"2017-12-09 01:00:46"	126	85	140	6	231	63	26	37	22	0	124	7	1	0	0	1	0
photo	post_page_9465008123	9465008123_10155566888968124	https://www.facebook.com/9465008123/posts/10155566888968124	"Onesies that come in pint-size ice cream cartons are oh so sweet. No wonder they are one of #OprahsFavoriteThings http://amzn.to/2iovcbk"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/24775254_10155566888968124_4306220424030646991_n.jpg?oh=ac62402302d85090ab773766024559a8&oe=5AB137B6	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/24879810_10155566888968124_4306220424030646991_o.jpg?oh=5257b9ec97bb7aa780423ccd7e357b25&oe=5ACB1879	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155566888968124/?type=3	facebook.com	2017-12-08T19:44:01+0000	1512762241	"2017-12-08 20:44:01"	392	152	459	45	656	133	75	58	142	0	389	51	2	1	1	1	0
photo	post_page_9465008123	9465008123_10155566549133124	https://www.facebook.com/9465008123/posts/10155566549133124	"Kindness is contagious! What a wonderful #SeasonOfSmiles story from The Gentle Barn. They are using AmazonSmile donations to provide a sanctuary and second chance at life for animals like Willy Wonka who are too old  sick  or scared to be adopted.  To support your favorite charity (at no cost to you)  shop at smile.amazon.com."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/23755252_10155382661464039_5975703921401258620_n.jpg?oh=c4c8d1f4e2410cd18d3251f580b14f3a&oe=5AB342D3	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/23736102_10155382661464039_5975703921401258620_o.jpg?oh=09120275aa8709ccc2d2ed14126c3bd9&oe=5AB7D7B5	https://www.facebook.com/TheGentleBarn/photos/a.125117534038.105815.54967149038/10155382661464039/?type=3	facebook.com	2017-12-08T17:09:04+0000	1512752944	"2017-12-08 18:09:04"	2969	179	3820	0	3999	162	100	62	71	0	2957	745	5	85	8	0	0
photo	post_page_9465008123	9465008123_10155563659408124	https://www.facebook.com/9465008123/posts/10155563659408124	"Healing from an injury can be a long and challenging process. This #SeasonOfSmiles story shares how AmazonSmile donations help organizations like Fisher House Foundation make a real difference for veterans and their families on the road to recovery. For Minie  this meant being by her husband’s side in a time of need.  To support your favorite charity (at no cost to you)  shop at smile.amazon.com."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/24301023_10155885904069134_935710803719462765_n.jpg?oh=96f9c35c9f88ca1588754fa031efb735&oe=5AC09DB2	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/24831132_10155885904069134_935710803719462765_o.jpg?oh=cb125c125a15880e322889184bb26612&oe=5AC82E33	https://www.facebook.com/FisherHouse/photos/a.438941684133.223563.108971449133/10155885904069134/?type=3	facebook.com	2017-12-07T16:49:16+0000	1512665356	"2017-12-07 17:49:16"	477	122	554	1	677	94	39	55	11	0	473	63	4	0	1	0	0
video	post_page_9465008123	9465008123_10156815417203362	https://www.facebook.com/9465008123/posts/10156815417203362	"It’s here. It’s really here. Prime Video is now available on Apple TV."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/24506161_10156813414718362_3605760001454374912_n.jpg?oh=7f992ff10af786649c311d4704ce55fc&oe=5AFE713D	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/24506161_10156813414718362_3605760001454374912_n.jpg?oh=23d169ac675c3a3cfba6ce62c6cdd733&oe=5AFE01CF	https://www.facebook.com/Amazon/videos/10156815417203362/	facebook.com	2017-12-06T19:30:01+0000	1512588601	"2017-12-06 20:30:01"	318	228	398	60	686	210	135	75	57	0	314	52	16	0	0	3	0
photo	post_page_9465008123	9465008123_10155561064358124	https://www.facebook.com/9465008123/posts/10155561064358124	"The YMCA s scholarship program made it possible for us to change the course of our lives.  Today s #SeasonOfSmiles story from The YMCA of San Diego County tells one couple s happy story.  To support your favorite charity (at no cost to you)  shop at smile.amazon.com."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/23659526_10154806462675194_9220878776632273051_n.jpg?oh=2570fe2467907f47a5fb8132489969b4&oe=5ACE702A	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/23674927_10154806462675194_9220878776632273051_o.jpg?oh=c2eaeb405548b8d43a463bbb6fae1351&oe=5AB2A2A8	https://www.facebook.com/YMCASanDiego/photos/a.89668615193.94669.63118365193/10154806462675194/?type=3	facebook.com	2017-12-06T17:58:46+0000	1512583126	"2017-12-06 18:58:46"	407	100	458	0	558	79	36	43	38	0	402	45	2	0	0	0	0
video	post_page_9465008123	9465008123_10155560850598124	https://www.facebook.com/9465008123/posts/10155560850598124	"Amazon has millions of toys and games to choose from this holiday  for kids of all ages. Plus  get free shipping on over 100 million items. http://amzn.to/2irb7Bz Song written by Roger Hodgson  Richard Davies."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/24540503_10155560851753124_6246007278843985920_n.jpg?oh=b5378baadf206654e803abeedbf32e29&oe=5ABC466E	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/24540503_10155560851753124_6246007278843985920_n.jpg?oh=448f561196dee88273ba0a9662a44cb9&oe=5ABCB29C	https://www.facebook.com/Amazon/videos/10155560850598124/	facebook.com	2017-12-06T16:00:54+0000	1512576054	"2017-12-06 17:00:54"	150	204	176	19	399	172	68	104	50	0	149	13	1	4	1	0	0
photo	post_page_9465008123	9465008123_10155558390773124	https://www.facebook.com/9465008123/posts/10155558390773124	"Gourmet pizza at home? What more could be on your wishlist? The BakerStone Pizza Oven is one of #OprahsFavoriteThings http://amzn.to/2gXd08p"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/24774973_10155558390773124_5113167972952938164_n.jpg?oh=b27ba617c5204ee430147064516b50ba&oe=5ACDE16A	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/24799206_10155558390773124_5113167972952938164_o.jpg?oh=c4e5427ce44802841f462df2a590f9ba&oe=5ABCB148	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155558390773124/?type=3	facebook.com	2017-12-05T18:07:00+0000	1512497220	"2017-12-05 19:07:00"	1839	1011	2121	586	3718	964	623	341	423	0	1822	130	130	9	0	2	0
photo	post_page_9465008123	9465008123_10155558182968124	https://www.facebook.com/9465008123/posts/10155558182968124	"Today we share Cat House on the King’s #SeasonOfSmiles story and their efforts to provide feral and abandoned cats and kittens the loving care they deserve.  To support your favorite charity (at no cost to you)  shop at smile.amazon.com"	https://scontent.xx.fbcdn.net/v/t1.0-0/q85/s130x130/24852191_1745781848818178_2529907173796873825_n.jpg?oh=93390038c3b1f6cf45e6ae634aea5f3b&oe=5AC4746D	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/24852191_1745781848818178_2529907173796873825_n.jpg?oh=09fd03f5b1634daa52474db3c00db3b6&oe=5ACD75F3	https://www.facebook.com/TheCatHouseontheKings/photos/a.136070309789348.26841.131833653546347/1745781848818178/?type=3	facebook.com	2017-12-05T16:37:05+0000	1512491825	"2017-12-05 17:37:05"	1326	122	1586	0	1708	112	57	55	60	0	1317	239	3	14	2	0	0
